Id,Event Title,Event Image,VLOOKUP ID,Category link,Category Image,Category
19,Bay Area Spark Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/451688560.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
20,GoSF,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/446995180.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
21,Cascade Experience Designers,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/469068381.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
22,The SF Edtech Meetup by EdSurge,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/110989382.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
23,Women Who Code SF,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/472995037.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
24,The San Francisco Java User Group,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/474333217.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
25,Papers we love too,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/338017772.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
26,San Francisco Bitcoin Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/449385528.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
27,Bay Area Cyber Security Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/459992080.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
28,SFNode,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/450683678.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
29,San Francisco PyData,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/431691510.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
30,Virtual IoT,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/455430034.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
31,Learn Web Development @ Rithm,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/464680809.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
32,San Francisco Interaction Design,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467012037.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
33,San Francisco Biotechnology Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/469285570.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
34,Bay Area Apache Airflow (incubating) Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467364761.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
35,San Francisco Reliability Engineering,,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
36,Bay Area Research in NLP and ML,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/472469384.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
37,Girl Develop It San Francisco,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/473599234.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
38,San Francisco Blockchain Collective,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/471497106.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
39,SF Data Meetup,,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
40,CryptoMondays San Francisco,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/473750363.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
41,Fintech Devs & PMs,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/462154143.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
42,SF Code & Coffee,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467750087.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
43,Code for San Francisco - Civic Hack Night,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/447515409.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
44,San Francisco Big Data Science,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/470118667.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
45,Time Series SF,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467340425.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
46,Real World React,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/469729274.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
47,Bay Area Accessibility and Inclusive Design,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467650023.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
48,Fog City Ruby Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/446338202.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
49,Designers + Geeks,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/470127402.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
50,Bay Area Microsoft Business Intelligence User Group,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467344933.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
51,Weave Online User Group,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/458015846.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
52,DevOps Exchange San Francisco,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467924490.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
53,ConsenSys Ethereum Meetup San Francisco,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/466734936.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
54,Women Who Go,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/441407614.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
55,SF Cryptocurrency Devs,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/466972844.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
56,San Francisco Women in Data,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467660272.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
57,Kubernetes/Cloud-Native Online Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/450668584.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
58,NodeSchool SF,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/465272397.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
59,Analytics & Data Science by Dataiku San Francisco,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/468293298.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
60,Smooth DevOps SF,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/472665201.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
61,ProductTank SF,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467637199.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
62,Rust Bay Area,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/446993048.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
63,Mobile Growth SF Bay Area,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/469408894.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
64,San Francisco Internet of Things Meetup (@SFIoTMeetup),https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/393185032.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
65,Voice UX,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/473569786.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
66,Write the Docs - San Francisco Bay Area,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/468249697.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
67,Blockstack SF,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/453428046.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
68,Blockchain Marketing,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/473399513.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
69,Big Data Silicon Valley,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/204513292.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
70,Deep Learning Study Group (San Francisco),https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/445497527.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
71,SF Speculative Futures,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/471514639.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
72,The San Francisco Android GDG,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/448135187.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
73,Bay Area Agile Leadership Network,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/466666695.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
74,Bay Area Women in Machine Learning & Data Science,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/469679594.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
75,The Job Hackers Agile Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/468381437.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
76,Free Code Camp - Bay Area,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/460002079.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
77,San Francisco Microsoft Data Platform Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467344763.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
78,Women in Infrastructure,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/469399729.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
79,SF Bitcoin Devs,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/435140939.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
80,Robot Developers Group - Bay Area,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/133733312.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
81,Angular-SF,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/474188363.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
82,Products That Count,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/440360156.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
83,Learn to Code San Francisco,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/451150380.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
84,Bay Area Electron,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/450393640.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
85,San Francisco Augmented Reality and Computer Vision Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/470741667.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
86,Hardware Developers Didactic Galactic!,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467185025.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
87,SF Scala,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/448159510.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
88,San Francisco User Experience Designers,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/466849258.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
89,SF Data,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/458340279.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
90,SF ThunderCore - Blockchain Developer Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/472970643.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
91,Meteor SF Bay Area,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/451476513.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
92,UC Davis Business Analytics (BAx) Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/465445454.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
93,Bay Area Server Side Swift Meetup,,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
94,AI & Deep Learning Enthusiasts,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/464464727.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
95,Big Data Developers in San Francisco,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/459374659.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
96,Auth0 Online Meetup,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467630493.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
97,Monthly SF Game Development Community,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/470483518.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
98,San Francisco Game Pitch Night,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/472838540.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
99,SF Ethereum,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/466936983.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
100,Sentry Meetups,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467713863.jpeg,11,www.meetup.com/find/tech/,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,Tech
101,Gay singles who want kids (SFBay),https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/470962484.jpeg,12,www.meetup.com/find/parents-family/,https://secure.meetupstatic.com/photos/event/2/e/9/c/600_450131932.jpeg,Family
102,San Francisco Expecting & New Moms Group,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/467518866.jpeg,12,www.meetup.com/find/parents-family/,https://secure.meetupstatic.com/photos/event/2/e/9/c/600_450131932.jpeg,Family
103,Black Moms of San Francisco,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/474477434.jpeg,12,www.meetup.com/find/parents-family/,https://secure.meetupstatic.com/photos/event/2/e/9/c/600_450131932.jpeg,Family
104,Nature Walks in SF Connecting Families with Young Children,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/473426714.jpeg,12,www.meetup.com/find/parents-family/,https://secure.meetupstatic.com/photos/event/2/e/9/c/600_450131932.jpeg,Family
105,San Francisco LGBTQ Family Programs,https://secure.meetupstatic.com/photo_api/event/rx308x180/cpt/cr308x180/ql90/sgb54c13bc46/466483976.jpeg,12,www.meetup.com/find/parents-family/,https://secure.meetupstatic.com/photos/event/2/e/9/c/600_450131932.jpeg,Family
